"","Geohash","year","month","Count.Date","X8.Peak.Hr.Vehicle.Volume","X8.Peak.Hr.Pedestrian.Volume","sum_acc_count","temp_chg","snow","rain","SeverityScore","IncidentsTotal","AvgAcceleration","PercentOfVehicles","AvgMonthlyVolume","PercentCar","PercentMPV","PercentLDT","PercentMDT","PercentHDT","PercentOther"
"279","dpz839",2011,"08",2017-06-21,5575,32338,3,13.5,0,20.4,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"280","dpz839",2008,"07",2017-06-21,5575,32338,2,12.7,0,52.1,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"281","dpz839",2013,"06",2017-06-21,5575,32338,4,12.7,0,26.7,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"282","dpz839",2012,"09",2017-06-21,5575,32338,3,13.3,0,42.1,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"283","dpz839",2016,"08",2017-06-21,5575,32338,2,NA,0,19.2,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"284","dpz839",2016,"03",2017-06-21,5575,32338,10,16,13,24.7,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"285","dpz839",2008,"03",2017-06-21,5575,32338,2,11,36,17.1,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"286","dpz839",2009,"11",2017-06-21,5575,32338,2,10.5,0,9.8,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"287","dpz839",2007,"12",2017-06-21,5575,32338,2,12.7,25,23.7,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"288","dpz839",2007,"11",2017-06-21,5575,32338,2,10.3,0,31.1,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"289","dpz839",2007,"04",2017-06-21,5575,32338,2,13.2,0,9,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"290","dpz839",2009,"03",2017-06-21,5575,32338,2,13.4,4,23.9,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"291","dpz839",2017,"08",2017-06-21,5575,32338,2,11.9,0,8.5,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"292","dpz839",2010,"05",2017-06-21,5575,32338,5,NA,0,5.6,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"293","dpz839",2014,"05",2017-06-21,5575,32338,2,13.9,0,14.4,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"294","dpz839",2012,"03",2017-06-21,5575,32338,4,15.4,0,6.2,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"295","dpz839",2007,"03",2017-06-21,5575,32338,2,15.2,16,15.2,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"296","dpz839",2015,"09",2017-06-21,5575,32338,2,14.3,0,16.6,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"297","dpz839",2008,"05",2017-06-21,5575,32338,4,16.9,0,13.1,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"298","dpz839",2009,"06",2017-06-21,5575,32338,2,12,0,22.6,0.0548,4,2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483
"299","dpz83b",NA,NA,2009-04-22,9669,1160,NA,NA,NA,NA,0.0873,6,1.5559,0.1471,34,0.0294,0.4706,0.2059,0.0882,0.0882,0.1177
"300","dpz83c",2013,"07",2018-01-24,6142,717,2,NA,0,96.8,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"301","dpz83c",2009,"09",2018-01-24,6142,717,3,13.1,0,12.6,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"302","dpz83c",2010,"07",2018-01-24,6142,717,3,13.3,0,34.6,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"303","dpz83c",2007,"06",2018-01-24,6142,717,3,16.5,0,10.3,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"304","dpz83c",2015,"04",2018-01-24,6142,717,2,13.1,0,25.6,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"305","dpz83c",2009,"01",2018-01-24,6142,717,4,16.1,35,14.6,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"306","dpz83c",2014,"08",2018-01-24,6142,717,5,NA,0,6.6,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"307","dpz83c",2016,"06",2018-01-24,6142,717,2,NA,0,17.8,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"308","dpz83c",2014,"04",2018-01-24,6142,717,2,NA,0,32.1,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"309","dpz83c",2009,"04",2018-01-24,6142,717,9,18.9,0,34.9,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"310","dpz83c",2008,"07",2018-01-24,6142,717,3,12.7,0,52.1,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"311","dpz83c",2009,"11",2018-01-24,6142,717,3,10.5,0,9.8,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"312","dpz83c",2012,"12",2018-01-24,6142,717,5,NA,15,13.7,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"313","dpz83c",2014,"03",2018-01-24,6142,717,2,18.9,22,11.8,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"314","dpz83c",2012,"06",2018-01-24,6142,717,4,16.3,0,45.5,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"315","dpz83c",2009,"02",2018-01-24,6142,717,4,20.4,32,25.6,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"316","dpz83c",2014,"10",2018-01-24,6142,717,4,10.7,0,21.1,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"317","dpz83c",2008,"12",2018-01-24,6142,717,3,16,31,15,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"318","dpz83c",2014,"09",2018-01-24,6142,717,2,14.4,0,27,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"319","dpz83c",2016,"08",2018-01-24,6142,717,4,NA,0,19.2,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"320","dpz83c",2008,"08",2018-01-24,6142,717,5,12.5,0,24.2,0.1527,20,2.1806,0.2635,148,0.0136,0.0408,0.3197,0.0952,0.2109,0.3198
"321","dpz83d",2011,"11",2017-06-15,11767,10589,5,12.8,0,47,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"322","dpz83d",2011,"03",2017-06-15,11767,10589,3,14.4,0,32.4,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"323","dpz83d",2013,"06",2017-06-15,11767,10589,3,12.7,0,26.7,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"324","dpz83d",2015,"07",2017-06-15,11767,10589,7,13.4,0,10.6,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"325","dpz83d",2009,"06",2017-06-15,11767,10589,9,12,0,22.6,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"326","dpz83d",2012,"04",2017-06-15,11767,10589,6,15.3,0,9.3,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"327","dpz83d",2012,"03",2017-06-15,11767,10589,2,15.4,0,6.2,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"328","dpz83d",2016,"05",2017-06-15,11767,10589,2,16.1,0,6.7,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"329","dpz83d",2009,"05",2017-06-15,11767,10589,2,NA,0,15.2,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"330","dpz83d",2011,"12",2017-06-15,11767,10589,3,12.2,0,16.1,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"331","dpz83d",2012,"01",2017-06-15,11767,10589,3,13.2,0,14.2,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"332","dpz83d",2008,"12",2017-06-15,11767,10589,2,16,31,15,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"333","dpz83d",2017,"12",2017-06-15,11767,10589,2,11.3,16,7.2,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"334","dpz83d",2011,"01",2017-06-15,11767,10589,2,14.3,0,9.2,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"335","dpz83d",2014,"05",2017-06-15,11767,10589,3,13.9,0,14.4,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"336","dpz83d",2016,"04",2017-06-15,11767,10589,2,NA,0,7.9,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"337","dpz83d",2012,"11",2017-06-15,11767,10589,6,14.2,0,5.5,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"338","dpz83d",2014,"10",2017-06-15,11767,10589,7,10.7,0,21.1,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"339","dpz83d",2015,"10",2017-06-15,11767,10589,9,15.6,0,58.3,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"340","dpz83d",2017,"02",2017-06-15,11767,10589,6,14,17,14.9,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"341","dpz83d",2010,"07",2017-06-15,11767,10589,5,13.3,0,34.6,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"342","dpz83d",2009,"01",2017-06-15,11767,10589,3,16.1,35,14.6,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"343","dpz83d",2012,"09",2017-06-15,11767,10589,3,13.3,0,42.1,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"344","dpz83d",2009,"10",2017-06-15,11767,10589,4,12.3,0,21.1,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"345","dpz83d",2015,"12",2017-06-15,11767,10589,2,NA,5,18.9,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"346","dpz83d",2007,"11",2017-06-15,11767,10589,2,10.3,0,31.1,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"347","dpz83d",2012,"07",2017-06-15,11767,10589,13,14.3,0,33.4,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"348","dpz83d",2016,"06",2017-06-15,11767,10589,4,NA,0,17.8,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"349","dpz83d",2010,"09",2017-06-15,11767,10589,4,13.2,0,26.9,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"350","dpz83d",2013,"12",2017-06-15,11767,10589,2,NA,17,17.1,0.0637,11,1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471
"351","dpz83e",2011,"10",2017-01-18,9443,7916,14,12.5,0,27.9,0.0373,4,2.3766,0.0455,22,0,0.1818,0.0455,0.0455,0.1818,0.5454
"352","dpz83e",2011,"04",2017-01-18,9443,7916,3,18.1,0,21.2,0.0373,4,2.3766,0.0455,22,0,0.1818,0.0455,0.0455,0.1818,0.5454
"353","dpz83e",2013,"04",2017-01-18,9443,7916,3,15.9,0,19.1,0.0373,4,2.3766,0.0455,22,0,0.1818,0.0455,0.0455,0.1818,0.5454
"354","dpz83e",2010,"11",2017-01-18,9443,7916,2,12.6,0,29.7,0.0373,4,2.3766,0.0455,22,0,0.1818,0.0455,0.0455,0.1818,0.5454
"355","dpz83e",2009,"09",2017-01-18,9443,7916,2,13.1,0,12.6,0.0373,4,2.3766,0.0455,22,0,0.1818,0.0455,0.0455,0.1818,0.5454
"356","dpz83e",2008,"10",2017-01-18,9443,7916,9,13.1,0,7.7,0.0373,4,2.3766,0.0455,22,0,0.1818,0.0455,0.0455,0.1818,0.5454
"357","dpz83e",2007,"07",2017-01-18,9443,7916,3,14,0,61.1,0.0373,4,2.3766,0.0455,22,0,0.1818,0.0455,0.0455,0.1818,0.5454
"358","dpz83e",2011,"01",2017-01-18,9443,7916,7,14.3,0,9.2,0.0373,4,2.3766,0.0455,22,0,0.1818,0.0455,0.0455,0.1818,0.5454
"359","dpz83e",2009,"01",2017-01-18,9443,7916,4,16.1,35,14.6,0.0373,4,2.3766,0.0455,22,0,0.1818,0.0455,0.0455,0.1818,0.5454
"360","dpz83e",2009,"12",2017-01-18,9443,7916,3,10.6,0,28.6,0.0373,4,2.3766,0.0455,22,0,0.1818,0.0455,0.0455,0.1818,0.5454
"361","dpz83e",2012,"10",2017-01-18,9443,7916,5,11,0,21,0.0373,4,2.3766,0.0455,22,0,0.1818,0.0455,0.0455,0.1818,0.5454
"362","dpz83e",2017,"05",2017-01-18,9443,7916,2,NA,0,52.9,0.0373,4,2.3766,0.0455,22,0,0.1818,0.0455,0.0455,0.1818,0.5454
"363","dpz83e",2016,"05",2017-01-18,9443,7916,3,16.1,0,6.7,0.0373,4,2.3766,0.0455,22,0,0.1818,0.0455,0.0455,0.1818,0.5454
"364","dpz83e",2012,"07",2017-01-18,9443,7916,3,14.3,0,33.4,0.0373,4,2.3766,0.0455,22,0,0.1818,0.0455,0.0455,0.1818,0.5454
"365","dpz83e",2010,"04",2017-01-18,9443,7916,3,16.4,0,15.2,0.0373,4,2.3766,0.0455,22,0,0.1818,0.0455,0.0455,0.1818,0.5454
"366","dpz83e",2013,"05",2017-01-18,9443,7916,3,18.6,0,40.9,0.0373,4,2.3766,0.0455,22,0,0.1818,0.0455,0.0455,0.1818,0.5454
"367","dpz83e",2017,"06",2017-01-18,9443,7916,2,NA,0,33.1,0.0373,4,2.3766,0.0455,22,0,0.1818,0.0455,0.0455,0.1818,0.5454
"368","dpz83e",2010,"07",2017-01-18,9443,7916,2,13.3,0,34.6,0.0373,4,2.3766,0.0455,22,0,0.1818,0.0455,0.0455,0.1818,0.5454
"369","dpz83e",2011,"03",2017-01-18,9443,7916,2,14.4,0,32.4,0.0373,4,2.3766,0.0455,22,0,0.1818,0.0455,0.0455,0.1818,0.5454
"370","dpz83f",2016,"03",2017-06-21,15662,13535,2,16,13,24.7,0.0566,5,1.2136,0.0625,64,0.0156,0.2344,0.1406,0.25,0.125,0.2344
"371","dpz83f",2007,"06",2017-06-21,15662,13535,8,16.5,0,10.3,0.0566,5,1.2136,0.0625,64,0.0156,0.2344,0.1406,0.25,0.125,0.2344
"372","dpz83f",2016,"12",2017-06-21,15662,13535,3,NA,22,13.9,0.0566,5,1.2136,0.0625,64,0.0156,0.2344,0.1406,0.25,0.125,0.2344
"373","dpz83f",2012,"12",2017-06-21,15662,13535,3,NA,15,13.7,0.0566,5,1.2136,0.0625,64,0.0156,0.2344,0.1406,0.25,0.125,0.2344
"374","dpz83f",2017,"02",2017-06-21,15662,13535,3,14,17,14.9,0.0566,5,1.2136,0.0625,64,0.0156,0.2344,0.1406,0.25,0.125,0.2344
"375","dpz83f",2012,"05",2017-06-21,15662,13535,2,15.5,0,15.4,0.0566,5,1.2136,0.0625,64,0.0156,0.2344,0.1406,0.25,0.125,0.2344
"376","dpz83f",2011,"10",2017-06-21,15662,13535,2,12.5,0,27.9,0.0566,5,1.2136,0.0625,64,0.0156,0.2344,0.1406,0.25,0.125,0.2344
"377","dpz83f",2011,"08",2017-06-21,15662,13535,3,13.5,0,20.4,0.0566,5,1.2136,0.0625,64,0.0156,0.2344,0.1406,0.25,0.125,0.2344
"378","dpz83f",2015,"09",2017-06-21,15662,13535,2,14.3,0,16.6,0.0566,5,1.2136,0.0625,64,0.0156,0.2344,0.1406,0.25,0.125,0.2344
"379","dpz83f",2013,"09",2017-06-21,15662,13535,2,13.3,0,23.9,0.0566,5,1.2136,0.0625,64,0.0156,0.2344,0.1406,0.25,0.125,0.2344
"380","dpz83f",2009,"07",2017-06-21,15662,13535,7,12.6,0,32.8,0.0566,5,1.2136,0.0625,64,0.0156,0.2344,0.1406,0.25,0.125,0.2344
"381","dpz83f",2017,"01",2017-06-21,15662,13535,5,11.4,3,18.3,0.0566,5,1.2136,0.0625,64,0.0156,0.2344,0.1406,0.25,0.125,0.2344
"382","dpz83f",2013,"04",2017-06-21,15662,13535,3,15.9,0,19.1,0.0566,5,1.2136,0.0625,64,0.0156,0.2344,0.1406,0.25,0.125,0.2344
"383","dpz83f",2012,"09",2017-06-21,15662,13535,3,13.3,0,42.1,0.0566,5,1.2136,0.0625,64,0.0156,0.2344,0.1406,0.25,0.125,0.2344
"384","dpz83f",2011,"03",2017-06-21,15662,13535,6,14.4,0,32.4,0.0566,5,1.2136,0.0625,64,0.0156,0.2344,0.1406,0.25,0.125,0.2344
"385","dpz83f",2010,"10",2017-06-21,15662,13535,3,14.9,0,17.7,0.0566,5,1.2136,0.0625,64,0.0156,0.2344,0.1406,0.25,0.125,0.2344
"386","dpz83f",2007,"03",2017-06-21,15662,13535,2,15.2,16,15.2,0.0566,5,1.2136,0.0625,64,0.0156,0.2344,0.1406,0.25,0.125,0.2344
"387","dpz83g",2008,"02",2017-06-27,17835,5858,2,17.1,31,26.1,0.1447,10,2.5981,0.137,146,0.0069,0.2966,0.131,0.0897,0.0276,0.4482
"388","dpz83g",2011,"02",2017-06-27,17835,5858,2,15.9,0,14,0.1447,10,2.5981,0.137,146,0.0069,0.2966,0.131,0.0897,0.0276,0.4482
"389","dpz83g",2012,"04",2017-06-27,17835,5858,2,15.3,0,9.3,0.1447,10,2.5981,0.137,146,0.0069,0.2966,0.131,0.0897,0.0276,0.4482
"390","dpz83g",2007,"05",2017-06-27,17835,5858,2,16.8,0,28,0.1447,10,2.5981,0.137,146,0.0069,0.2966,0.131,0.0897,0.0276,0.4482
"391","dpz83g",2015,"09",2017-06-27,17835,5858,2,14.3,0,16.6,0.1447,10,2.5981,0.137,146,0.0069,0.2966,0.131,0.0897,0.0276,0.4482
"392","dpz83g",2014,"03",2017-06-27,17835,5858,2,18.9,22,11.8,0.1447,10,2.5981,0.137,146,0.0069,0.2966,0.131,0.0897,0.0276,0.4482
"393","dpz83g",2012,"09",2017-06-27,17835,5858,2,13.3,0,42.1,0.1447,10,2.5981,0.137,146,0.0069,0.2966,0.131,0.0897,0.0276,0.4482
"394","dpz83g",2016,"07",2017-06-27,17835,5858,7,14.3,0,16.4,0.1447,10,2.5981,0.137,146,0.0069,0.2966,0.131,0.0897,0.0276,0.4482
"395","dpz83g",2017,"09",2017-06-27,17835,5858,2,14.8,0,7.7,0.1447,10,2.5981,0.137,146,0.0069,0.2966,0.131,0.0897,0.0276,0.4482
"396","dpz83g",2011,"03",2017-06-27,17835,5858,2,14.4,0,32.4,0.1447,10,2.5981,0.137,146,0.0069,0.2966,0.131,0.0897,0.0276,0.4482
"397","dpz83g",2015,"02",2017-06-27,17835,5858,2,16.3,0,7.5,0.1447,10,2.5981,0.137,146,0.0069,0.2966,0.131,0.0897,0.0276,0.4482
"398","dpz83g",2017,"07",2017-06-27,17835,5858,3,12.8,0,27,0.1447,10,2.5981,0.137,146,0.0069,0.2966,0.131,0.0897,0.0276,0.4482
"399","dpz83g",2008,"05",2017-06-27,17835,5858,3,16.9,0,13.1,0.1447,10,2.5981,0.137,146,0.0069,0.2966,0.131,0.0897,0.0276,0.4482
"400","dpz83g",2008,"01",2017-06-27,17835,5858,2,17.6,6,12.4,0.1447,10,2.5981,0.137,146,0.0069,0.2966,0.131,0.0897,0.0276,0.4482
"401","dpz83g",2016,"11",2017-06-27,17835,5858,2,NA,0,21,0.1447,10,2.5981,0.137,146,0.0069,0.2966,0.131,0.0897,0.0276,0.4482
"402","dpz83g",2008,"08",2017-06-27,17835,5858,2,12.5,0,24.2,0.1447,10,2.5981,0.137,146,0.0069,0.2966,0.131,0.0897,0.0276,0.4482
"403","dpz83g",2012,"02",2017-06-27,17835,5858,4,9.7,0,12,0.1447,10,2.5981,0.137,146,0.0069,0.2966,0.131,0.0897,0.0276,0.4482
"404","dpz83g",2007,"03",2017-06-27,17835,5858,2,15.2,16,15.2,0.1447,10,2.5981,0.137,146,0.0069,0.2966,0.131,0.0897,0.0276,0.4482
"405","dpz83g",2013,"01",2017-06-27,17835,5858,4,15.5,14,28.3,0.1447,10,2.5981,0.137,146,0.0069,0.2966,0.131,0.0897,0.0276,0.4482
"406","dpz83h",2013,"06",2015-04-02,10369,1931,2,12.7,0,26.7,NA,NA,0.9763,0.0517,58,0,0.2414,0.2069,0.1034,0.0517,0.3966
"407","dpz83h",2008,"12",2015-04-02,10369,1931,2,16,31,15,NA,NA,0.9763,0.0517,58,0,0.2414,0.2069,0.1034,0.0517,0.3966
"408","dpz83k",NA,NA,2017-01-17,4436,7353,NA,NA,NA,NA,NA,NA,0.7476,0.0693,303,0,0.4702,0.1225,0.1325,0.0927,0.1821
"409","dpz83s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6194,0.1149,740,0.0109,0.173,0.1676,0.0354,0.1253,0.4878
"410","dpz83u",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7211,0.069,29,0.069,0.2069,0.1034,0.069,0.2069,0.3448
"411","dpz861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2158,0.0451,2815,0.0218,0.1955,0.1591,0.0846,0.2276,0.3114
"412","dpz864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2193,0.04,25,0,0.32,0.12,0.04,0.12,0.4
"413","dpz865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4999,0.0452,531,0.0095,0.129,0.1954,0.0493,0.1784,0.4384
"414","dpz86h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2801,0.0253,4312,0.029,0.2272,0.1458,0.0491,0.0848,0.4641
