"","Geohash","AvgAcceleration","PercentOfVehicles","AvgMonthlyVolume","PercentCar","PercentMPV","PercentLDT","PercentMDT","PercentHDT","PercentOther","Count.Date","SeverityScore","IncidentsTotal","sum_acc_count","X8.Peak.Hr.Vehicle.Volume","X8.Peak.Hr.Pedestrian.Volume"
"847","dpz83d5",0.6139,0.078,282,0.0393,0.1929,0.1036,0.0821,0.0607,0.5214,2012-08-07,NA,NA,NA,8550,6037
"848","dpz83d6",0.3977,0.0843,2336,0.0328,0.1953,0.1175,0.0683,0.0648,0.5213,NA,NA,NA,NA,NA,NA
"849","dpz83d7",0.6112,0.0523,459,0.0546,0.1703,0.1135,0.0437,0.0786,0.5393,NA,NA,NA,NA,NA,NA
"850","dpz83d8",1.6955,0.0294,34,0.0294,0.1471,0.0294,0.0588,0.0882,0.6471,NA,0.0492,4,NA,NA,NA
"851","dpz83d9",0.4523,0.0354,113,0.0265,0.2389,0.0708,0.0619,0.0265,0.5754,NA,NA,NA,NA,NA,NA
"852","dpz83db",0.7165,0.0602,133,0,0.1128,0.0451,0.0226,0.0677,0.7518,NA,NA,NA,NA,NA,NA
"853","dpz83dc",0.7016,0.0755,53,0.0189,0.0943,0.0755,0.0189,0.0189,0.7735,NA,NA,NA,NA,NA,NA
"854","dpz83dd",0.7092,0.0305,131,0.0154,0.2077,0.1231,0.1,0.1538,0.4,NA,NA,NA,4,NA,NA
"855","dpz83de",0.5261,0.0425,1059,0.0533,0.1895,0.1248,0.0533,0.0886,0.4905,NA,0.0177,12,4,NA,NA
"856","dpz83df",0.8083,0.16,25,0.08,0.48,0.2,0.04,0.08,0.12,NA,NA,NA,NA,NA,NA
"857","dpz83dg",0.6448,0.0292,137,0.0444,0.2222,0.1407,0.0296,0.1185,0.4446,2016-11-10,0.0424,6,NA,9430,9629
"858","dpz83dh",0.3976,0.0327,1254,0.0449,0.1822,0.1164,0.0578,0.0843,0.5144,2016-11-10,NA,NA,5,16489,28424
"859","dpz83dj",0.4533,0.0531,339,0.0299,0.1672,0.1045,0.0567,0.0776,0.5641,NA,0.0553,3,NA,NA,NA
"860","dpz83dk",0.4731,0.0276,434,0.0416,0.157,0.1663,0.067,0.0716,0.4965,2016-11-10,NA,NA,2,10403,26445
"861","dpz83dm",0.4838,0.0705,2029,0.0347,0.1699,0.1382,0.0812,0.0931,0.4829,NA,0.0467,5,NA,NA,NA
"862","dpz83dn",0.576,0.0898,1358,0.04,0.1548,0.143,0.0437,0.0689,0.5496,2016-09-17,0.0637,11,NA,10911,14579
"863","dpz83dp",0.7028,0.0461,152,0.0199,0.2053,0.1656,0.0662,0.0662,0.4768,NA,NA,NA,3,NA,NA
"864","dpz83dq",0.6074,0.0532,1956,0.0346,0.1808,0.1281,0.0615,0.0816,0.5134,2016-09-17,0.0309,5,2,12454,11224
"865","dpz83dr",0.5235,0.07,357,0.0338,0.2,0.1606,0.0761,0.0648,0.4647,2017-06-13,NA,NA,NA,9968,18326
"866","dpz83ds",0.6427,0.0597,1274,0.0261,0.1733,0.0965,0.0926,0.1116,0.4999,2016-11-10,0.017,3,7,15397,20612
"867","dpz83dt",0.6805,0.0196,2852,0.0442,0.2035,0.1111,0.0456,0.0832,0.5124,2016-09-17,NA,NA,5,10956,21936
"868","dpz83du",0.9072,0.0606,33,0,0.2727,0.0909,0.0606,0.1212,0.4546,NA,NA,NA,NA,NA,NA
"869","dpz83dv",0.5585,0.0423,1277,0.026,0.1661,0.1244,0.0661,0.0969,0.5205,2017-01-17,NA,NA,15,9525,15491
"870","dpz83dw",0.4105,0.0759,6492,0.0405,0.1979,0.1216,0.0568,0.0865,0.4967,2017-06-15,NA,NA,13,11767,10589
"871","dpz83dx",0.5086,0.0599,334,0.027,0.1562,0.1952,0.0781,0.1411,0.4024,NA,NA,NA,NA,NA,NA
"872","dpz83dy",0.7566,0.0533,1051,0.0173,0.2027,0.1037,0.0355,0.1076,0.5332,NA,NA,NA,2,NA,NA
"873","dpz83dz",0.6718,0.0632,95,0.0426,0.117,0.1915,0.1064,0.1915,0.351,NA,NA,NA,NA,NA,NA
"874","dpz83e0",0.5673,0.1141,482,0.0063,0.2062,0.0771,0.0292,0.0479,0.6333,2015-04-13,NA,NA,3,10171,17916
"875","dpz83e1",0.7361,0.1144,1110,0.0154,0.2235,0.0932,0.0335,0.0516,0.5828,NA,NA,NA,8,NA,NA
"876","dpz83e2",0.5951,0.0426,399,0.0152,0.203,0.1421,0.0508,0.1244,0.4645,NA,0.0164,3,NA,NA,NA
"877","dpz83e3",0.724,0.0843,1068,0.0378,0.1864,0.2318,0.018,0.0492,0.4768,NA,NA,NA,NA,NA,NA
"878","dpz83e4",0.9536,0.0502,1515,0.0591,0.1847,0.1528,0.0718,0.1043,0.4273,2011-05-09,0.02,6,3,9560,1864
"879","dpz83e5",0.7144,0.1429,42,0.119,0.2143,0.1429,0.0952,0.1429,0.2857,NA,NA,NA,NA,NA,NA
"880","dpz83e6",0.4917,0.0819,8649,0.0415,0.1852,0.1267,0.0518,0.1075,0.4873,2015-04-13,NA,NA,11,16598,31918
"881","dpz83e7",0.401,0.049,449,0.0362,0.1765,0.1199,0.0611,0.1176,0.4887,NA,NA,NA,5,NA,NA
"882","dpz83e8",0.5587,0.037,270,0.0149,0.2649,0.1567,0.0634,0.1119,0.3882,2017-01-18,NA,NA,3,9443,7916
"883","dpz83e9",0.9021,0.0145,415,0.0292,0.2092,0.1825,0.0633,0.1265,0.3893,NA,0.0373,4,NA,NA,NA
"884","dpz83eb",0.6853,0.0172,349,0.0432,0.2421,0.1124,0.0317,0.0634,0.5072,NA,NA,NA,NA,NA,NA
"885","dpz83ec",0.511,0.0319,470,0.06,0.1991,0.137,0.0278,0.0685,0.5076,2009-07-23,0.0285,4,NA,19660,12211
"886","dpz83ed",0.9308,0.0675,163,0.037,0.2654,0.1173,0.0741,0.1049,0.4013,2016-11-10,0.007,3,NA,12509,16952
"887","dpz83ee",0.434,0.077,922,0.0284,0.1954,0.0993,0.0404,0.1419,0.4946,NA,NA,NA,NA,NA,NA
"888","dpz83ef",2.0266,0.0465,43,0,0.2326,0.3023,0.0698,0.0233,0.372,NA,NA,NA,NA,NA,NA
"889","dpz83eg",0.7289,0.0907,970,0.0584,0.2106,0.1502,0.0355,0.1022,0.4431,2016-11-05,NA,NA,4,10019,21562
"890","dpz83eh",0.7844,0.1304,23,0,0.0435,0,0.1304,0.5217,0.3044,NA,NA,NA,NA,NA,NA
"891","dpz83ej",0.4903,0.065,200,0.0417,0.2292,0.0885,0.0208,0.125,0.4948,2014-05-06,NA,NA,NA,5644,3945
"892","dpz83ek",0.4297,0.0619,4536,0.036,0.1873,0.1238,0.0632,0.1178,0.4719,2015-04-11,0.0283,7,8,10925,34615
"893","dpz83em",0.5239,0.3263,377,0.0481,0.1818,0.2299,0.0588,0.1176,0.3638,2015-04-13,NA,NA,NA,8889,10912
"894","dpz83en",0.6016,0.0611,131,0.0076,0.5191,0.084,0.0687,0.1145,0.2061,2009-08-18,NA,NA,6,8842,6779
"895","dpz83ep",0.532,0.0812,197,0.0203,0.1117,0.2487,0.1675,0.1523,0.2995,2016-11-08,0.0067,3,2,11028,6952
"896","dpz83eq",0.4706,0.0844,154,0.013,0.2662,0.1883,0.0195,0.0584,0.4546,NA,NA,NA,NA,NA,NA
"897","dpz83er",0.4434,0.0727,4169,0.0238,0.1864,0.142,0.0507,0.1045,0.4926,2015-04-13,NA,NA,5,13764,10302
"898","dpz83es",0.8907,0.0488,41,0.0244,0.2195,0.1463,0.0488,0.2439,0.3171,2016-11-05,0.02,3,5,4591,11381
"899","dpz83et",0.7858,0.1176,34,0.0294,0.1471,0.1765,0.0294,0.0882,0.5294,NA,NA,NA,NA,NA,NA
"900","dpz83eu",1.75,0.0408,49,0,0.25,0.1458,0.0417,0.2083,0.3542,NA,NA,NA,NA,NA,NA
"901","dpz83ev",0.4555,0.0197,152,0.053,0.2119,0.1192,0.0331,0.106,0.4768,NA,NA,NA,NA,NA,NA
"902","dpz83ew",0.9397,0.0361,194,0.0259,0.1451,0.2228,0.0725,0.1503,0.3834,2016-11-08,NA,NA,10,7288,23017
"903","dpz83ex",0.5632,0.1369,482,0.0084,0.251,0.1339,0.0586,0.1088,0.4393,NA,NA,NA,NA,NA,NA
"904","dpz83ey",0.4601,0.0331,181,0.0337,0.191,0.1742,0.0225,0.1348,0.4438,NA,0.0129,3,2,NA,NA
"905","dpz83ez",2.3766,0.0455,22,0,0.1818,0.0455,0.0455,0.1818,0.5454,NA,NA,NA,NA,NA,NA
"906","dpz83f0",0.563,0.1513,423,0.0311,0.2249,0.1435,0.0694,0.1411,0.39,NA,NA,NA,2,NA,NA
"907","dpz83f1",0.6313,0.1427,4372,0.0233,0.2065,0.1455,0.0664,0.1261,0.4322,2016-11-08,NA,NA,NA,12017,20866
"908","dpz83f2",0.6163,0.0377,159,0.0316,0.1139,0.2025,0.1139,0.1203,0.4178,2016-11-08,NA,NA,5,13816,9692
"909","dpz83f3",0.7208,0.0476,42,0.0476,0.1905,0.1905,0,0.1667,0.4047,NA,NA,NA,NA,NA,NA
"910","dpz83f4",0.8281,0.0208,48,0.0417,0.25,0.125,0.0417,0.1458,0.3958,NA,NA,NA,NA,NA,NA
"911","dpz83f5",0.6504,0.1283,14791,0.029,0.22,0.1668,0.0649,0.1152,0.4041,2017-06-21,0.036,8,2,15662,13535
"912","dpz83f6",0.9773,0.027,37,0,0.3056,0.0833,0.0278,0.0833,0.5,NA,NA,NA,NA,NA,NA
"913","dpz83f7",0.5134,0.2034,1465,0.0165,0.2642,0.234,0.0686,0.0439,0.3728,2016-09-17,NA,NA,NA,12960,7333
"914","dpz83f8",0.5044,0.125,264,0.1098,0.2045,0.2992,0.0682,0.0417,0.2766,2016-11-08,0.0055,3,15,10374,7179
"915","dpz83f9",0.6029,0.038,526,0.0749,0.1785,0.1478,0.0845,0.167,0.3473,NA,NA,NA,NA,NA,NA
"916","dpz83fb",0.8434,0.0488,82,0,0.1829,0.1707,0.0488,0.2317,0.3659,2016-11-08,NA,NA,6,13867,11799
"917","dpz83fc",0.4547,0.0714,84,0.0119,0.2976,0.131,0.0833,0.2738,0.2024,NA,NA,NA,NA,NA,NA
"918","dpz83fd",0.9339,0.0302,298,0.0135,0.2331,0.1926,0.0642,0.1588,0.3378,2016-11-08,0.0525,42,3,17770,7083
"919","dpz83fe",0.7623,0.0439,592,0.0526,0.2037,0.2598,0.0577,0.0985,0.3277,2009-08-19,0.0267,3,2,9398,2697
"920","dpz83ff",0.6644,0.1509,3891,0.046,0.1973,0.188,0.0729,0.0786,0.4172,2016-09-17,0.0304,12,3,14487,3368
"921","dpz83fg",0.7806,0.0519,77,0.0921,0.3026,0.1711,0.0526,0.0658,0.3158,2013-08-13,NA,NA,NA,8880,2605
"922","dpz83fh",0.8417,0.0729,329,0.0185,0.2315,0.2469,0.0926,0.0401,0.3704,2013-07-30,0.0125,3,NA,7485,6045
"923","dpz83fj",0.6408,0.0345,29,0.0345,0.5172,0.1724,0.0345,0,0.2414,NA,NA,NA,NA,NA,NA
"924","dpz83fk",0.4375,0.0952,21,0.1429,0.0952,0.0952,0,0,0.6667,2017-05-17,NA,NA,NA,6632,11774
"925","dpz83fm",0.579,0.1338,2309,0.0248,0.2351,0.1715,0.0818,0.1297,0.3571,2010-08-10,0.0098,5,NA,10293,4473
"926","dpz83fn",0.7058,0.0686,175,0,0.0286,0.0857,0,0.2686,0.6171,2008-02-27,NA,NA,4,6830,2825
"927","dpz83fp",0.5676,0.0703,811,0.0175,0.3354,0.0935,0.01,0.0648,0.4788,NA,NA,NA,NA,NA,NA
"928","dpz83fq",0.4495,0.0591,372,0.0054,0.0995,0.1129,0.0376,0.2742,0.4704,2009-08-19,0.0115,8,3,10245,2092
"929","dpz83fr",0.6937,0.0879,842,0.0156,0.3257,0.1058,0.012,0.0613,0.4796,NA,NA,NA,NA,NA,NA
"930","dpz83fs",0.7426,0.0857,70,0.1,0.3143,0.3,0.0857,0.0286,0.1714,2010-02-11,0.0275,11,NA,8624,3453
"931","dpz83ft",0.5887,0.1111,108,0.0278,0.1944,0.25,0.0185,0.1204,0.3889,2015-12-02,0.0171,3,3,11996,5275
"932","dpz83fu",0.8725,0.071,169,0.0888,0.3373,0.1538,0.0296,0.071,0.3195,NA,NA,NA,NA,NA,NA
"933","dpz83fv",0.5583,0.1073,4883,0.0415,0.2132,0.164,0.0614,0.0919,0.428,2015-12-02,0.0289,4,NA,14364,5606
"934","dpz83fw",0.8104,0.048,999,0.0466,0.2217,0.1791,0.1002,0.1599,0.2925,NA,0.0566,5,11,NA,NA
"935","dpz83fx",0.8591,0.0599,5864,0.0613,0.2479,0.1605,0.0604,0.0819,0.388,NA,0.0143,3,NA,NA,NA
"936","dpz83fy",1.2136,0.0625,64,0.0156,0.2344,0.1406,0.25,0.125,0.2344,NA,NA,NA,NA,NA,NA
"937","dpz83fz",0.6602,0.2456,57,0.193,0.0526,0.6316,0.0351,0.0351,0.0526,NA,NA,NA,NA,NA,NA
"938","dpz83g0",1.377,0.1014,148,0.0205,0.2466,0.1301,0.0479,0.1507,0.4042,NA,NA,NA,NA,NA,NA
"939","dpz83g1",0.5344,0.0878,5504,0.0273,0.2143,0.1372,0.0414,0.1,0.4798,2016-11-08,0.0216,3,2,15846,3747
"940","dpz83g2",1.0962,0.0345,406,0.01,0.2264,0.0896,0.0274,0.092,0.5546,NA,NA,NA,NA,NA,NA
"941","dpz83g3",0.6391,0.0704,1207,0.0375,0.1918,0.186,0.0684,0.0959,0.4204,NA,0.0229,3,2,NA,NA
"942","dpz83g4",0.5002,0.0614,1970,0.0287,0.2073,0.1438,0.0338,0.0901,0.4963,NA,NA,NA,NA,NA,NA
"943","dpz83g5",0.7192,0.0161,62,0.0161,0.2419,0.1774,0.0323,0.1935,0.3388,NA,NA,NA,NA,NA,NA
"944","dpz83g6",0.8967,0.0984,122,0.0336,0.3025,0.0924,0.0672,0.042,0.4623,NA,NA,NA,NA,NA,NA
"945","dpz83g7",0.5573,0.0557,449,0.0068,0.1847,0.1194,0.018,0.0315,0.6396,NA,NA,NA,NA,NA,NA
"946","dpz83g8",0.7358,0.0672,536,0.0112,0.1981,0.1477,0.0262,0.1047,0.5121,NA,NA,NA,NA,NA,NA
"947","dpz83g9",0.5143,0.069,449,0.009,0.2157,0.191,0.0517,0.0584,0.4742,2017-06-27,NA,NA,14,17835,5858
"948","dpz83gb",0.8808,0.0938,160,0.0189,0.1447,0.4088,0.0377,0.1321,0.2578,2010-06-17,NA,NA,2,14566,293
"949","dpz83gc",1.1381,0.0952,21,0,0.2381,0.5238,0,0.1905,0.0476,NA,NA,NA,NA,NA,NA
"950","dpz83gd",0.6677,0.1236,720,0.0098,0.209,0.1024,0.0238,0.0463,0.6087,NA,NA,NA,4,NA,NA
"951","dpz83ge",0.5733,0.0951,652,0.0077,0.1858,0.1053,0.0186,0.031,0.6516,NA,NA,NA,7,NA,NA
"952","dpz83gf",0.8989,0.2179,78,0,0.0641,0.859,0,0,0.0769,NA,NA,NA,NA,NA,NA
"953","dpz83gg",0.652,0.0288,278,0.0217,0.2862,0.1196,0.0435,0.1449,0.3841,2015-04-13,NA,NA,NA,11697,5541
"954","dpz83gh",0.619,0.0339,3153,0.0351,0.2223,0.1419,0.0657,0.0919,0.4431,2012-07-12,NA,NA,4,11522,4268
"955","dpz83gj",1.0779,0.1053,19,0,0.3684,0.1053,0,0.1579,0.3684,NA,NA,NA,3,NA,NA
"956","dpz83gk",0.9599,0.063,1413,0.0213,0.2145,0.1513,0.0298,0.0916,0.4915,2009-07-21,NA,NA,NA,9862,3786
"957","dpz83gm",1.202,0.1798,89,0,0.3864,0.1364,0.0341,0,0.4431,NA,NA,NA,NA,NA,NA
"958","dpz83gn",1.3557,0.1959,97,0.5053,0.2737,0.1053,0,0.0632,0.0525,NA,NA,NA,2,NA,NA
"959","dpz83gp",0.9644,0.0286,35,0,0.1176,0.1176,0.0294,0.2059,0.5295,2010-08-10,NA,NA,2,13355,705
"960","dpz83gq",1.4954,0.0578,346,0.038,0.1988,0.1257,0.0234,0.117,0.4971,NA,0.1447,10,NA,NA,NA
"961","dpz83gr",1.2013,0.1689,4873,0.0252,0.2204,0.1185,0.0275,0.0788,0.5296,NA,NA,NA,NA,NA,NA
"962","dpz83gs",0.4828,0.2381,21,0,0.7143,0.0476,0,0,0.2381,NA,NA,NA,NA,NA,NA
"963","dpz83gt",0.9188,0.1458,144,0.0069,0.2708,0.1458,0.0625,0.0278,0.4862,NA,NA,NA,NA,NA,NA
"964","dpz83gu",0.6178,0.0526,19,0.0526,0.6842,0.0526,0.0526,0,0.158,NA,NA,NA,2,NA,NA
"965","dpz83gv",0.7936,0.075,40,0,0.125,0.225,0.05,0.025,0.575,2015-04-13,NA,NA,NA,6416,2459
"966","dpz83gw",2.5981,0.137,146,0.0069,0.2966,0.131,0.0897,0.0276,0.4482,NA,NA,NA,NA,NA,NA
"967","dpz83gx",1.8578,0.1186,118,0,0.1304,0.0435,0.1826,0.1478,0.4957,NA,NA,NA,NA,NA,NA
"968","dpz83gy",0.7257,0.15,20,0.05,0.2,0.25,0.05,0,0.45,NA,NA,NA,5,NA,NA
"969","dpz83gz",1.2448,0.2384,172,0,0.1834,0.0414,0.1183,0.1302,0.5267,2015-04-18,NA,NA,NA,11666,6698
"970","dpz83h0",0.6506,0.0588,17,0,0.0588,0.0588,0,0.0588,0.8236,2015-04-02,NA,NA,4,10369,1931
"971","dpz83h1",0.9389,0.15,40,0,0.2308,0.1795,0,0.0769,0.5128,NA,NA,NA,NA,NA,NA
"972","dpz83h4",0.631,0.0625,16,0.0625,0.5625,0,0,0.0625,0.3125,NA,NA,NA,NA,NA,NA
"973","dpz83hh",0.9763,0.0517,58,0,0.2414,0.2069,0.1034,0.0517,0.3966,NA,NA,NA,NA,NA,NA
"974","dpz83hj",0.4308,0.0569,123,0,0.1707,0.1057,0.1626,0.252,0.309,NA,NA,NA,NA,NA,NA
"975","dpz83hn",0.445,0.1227,4802,0.0207,0.1984,0.1195,0.0896,0.1095,0.4623,2009-04-23,NA,NA,NA,13806,1391
"976","dpz83hp",0.5738,0.1285,1852,0.0038,0.2485,0.293,0.0608,0.07,0.3239,NA,NA,NA,NA,NA,NA
"977","dpz83k1",0.5041,0.0476,126,0,0.3629,0.0726,0.0968,0.129,0.3387,2017-01-17,NA,NA,NA,4436,7353
"978","dpz83k4",0.7476,0.0693,303,0,0.4702,0.1225,0.1325,0.0927,0.1821,NA,NA,NA,NA,NA,NA
"979","dpz83k5",0.6534,0.125,88,0,0.5568,0.1364,0.0227,0.1591,0.125,NA,NA,NA,NA,NA,NA
"980","dpz83kh",0.4581,0.0386,518,0.0251,0.1973,0.1373,0.0986,0.118,0.4237,NA,NA,NA,NA,NA,NA
"981","dpz83kj",0.4205,0.1394,6679,0.0445,0.2334,0.1022,0.0353,0.0418,0.5428,NA,NA,NA,NA,NA,NA
"982","dpz83kn",0.3663,0.0748,1136,0.055,0.2163,0.1312,0.0523,0.086,0.4592,NA,NA,NA,NA,NA,NA
"983","dpz83kp",0.4937,0.0244,41,0.0488,0.2927,0.122,0.0488,0.0976,0.3901,NA,NA,NA,NA,NA,NA
"984","dpz83s0",0.3591,0.1322,174,0.046,0.3448,0.2069,0.0287,0.0402,0.3334,NA,NA,NA,NA,NA,NA
"985","dpz83s1",0.4025,0.0754,1167,0.0448,0.2422,0.1129,0.0302,0.0517,0.5182,NA,NA,NA,3,NA,NA
"986","dpz83s4",0.5991,0.087,46,0.1304,0.1522,0.2391,0.0217,0.1304,0.3262,NA,NA,NA,NA,NA,NA
"987","dpz83s5",0.4403,0.0711,197,0.0152,0.1878,0.1218,0.0355,0.1574,0.4823,NA,NA,NA,NA,NA,NA
"988","dpz83sh",0.4208,0.1379,58,0.0172,0.1897,0.1724,0.0172,0.1897,0.4138,NA,NA,NA,NA,NA,NA
"989","dpz83sj",0.3559,0.0439,2300,0.047,0.2178,0.1489,0.0553,0.0949,0.4361,NA,NA,NA,NA,NA,NA
"990","dpz83sn",0.4058,0.0583,120,0.0417,0.15,0.175,0.0333,0.1917,0.4083,NA,NA,NA,NA,NA,NA
"991","dpz83sp",0.6194,0.1149,740,0.0109,0.173,0.1676,0.0354,0.1253,0.4878,NA,NA,NA,NA,NA,NA
"992","dpz83u0",0.4133,0.023,5340,0.0354,0.2204,0.1597,0.0523,0.0636,0.4686,NA,NA,NA,NA,NA,NA
"993","dpz83u1",0.1308,0.0323,31,0,0.1613,0.5484,0,0.2903,0,NA,NA,NA,NA,NA,NA
"994","dpz83u4",0.3783,0.1351,37,0,0.5135,0.3514,0,0.1081,0.027,NA,NA,NA,NA,NA,NA
"995","dpz83u5",0.373,0.0091,6060,0.0338,0.2578,0.1289,0.0654,0.0728,0.4413,NA,NA,NA,NA,NA,NA
"996","dpz83uh",0.8222,0.2051,195,0.0359,0.3231,0.1692,0.0205,0.0308,0.4205,NA,NA,NA,NA,NA,NA
"997","dpz83uj",1.3424,0.3064,235,0.0348,0.287,0.1652,0.0261,0.0826,0.4043,NA,NA,NA,NA,NA,NA
"998","dpz83un",1.7211,0.069,29,0.069,0.2069,0.1034,0.069,0.2069,0.3448,NA,NA,NA,NA,NA,NA
"999","dpz83up",0.3121,0.1,8139,0.027,0.2136,0.0864,0.0436,0.1256,0.5038,NA,NA,NA,NA,NA,NA
"1000","dpz8610",0.8643,0.3776,98,0.0714,0.5,0.2041,0.0102,0.0204,0.1939,NA,NA,NA,NA,NA,NA
"1001","dpz8612",1.2158,0.0451,2815,0.0218,0.1955,0.1591,0.0846,0.2276,0.3114,NA,NA,NA,NA,NA,NA
"1002","dpz8618",0.9144,0.0371,5477,0.025,0.1612,0.1678,0.0921,0.1797,0.3742,NA,NA,NA,NA,NA,NA
"1003","dpz861b",0.2559,0.2121,33,0,0.2727,0.2727,0.0303,0.0909,0.3334,NA,NA,NA,NA,NA,NA
"1004","dpz8640",1.2193,0.04,25,0,0.32,0.12,0.04,0.12,0.4,NA,NA,NA,NA,NA,NA
"1005","dpz8642",0.4896,0.0818,110,0.0273,0.2364,0.1455,0.0273,0.1091,0.4544,NA,NA,NA,NA,NA,NA
"1006","dpz8648",0.3056,0.057,894,0.0293,0.425,0.1229,0.0609,0.0947,0.2672,NA,NA,NA,NA,NA,NA
"1007","dpz864b",0.3501,0.1024,5759,0.0708,0.2422,0.1515,0.0526,0.0746,0.4083,NA,NA,NA,NA,NA,NA
"1008","dpz8650",0.4304,0.2609,23,0,0.1304,0.3913,0,0.0435,0.4348,NA,NA,NA,NA,NA,NA
"1009","dpz8652",0.4999,0.0452,531,0.0095,0.129,0.1954,0.0493,0.1784,0.4384,NA,NA,NA,NA,NA,NA
"1010","dpz8658",0.2836,0.0458,8392,0.0269,0.1905,0.0769,0.0426,0.1249,0.5382,NA,NA,NA,NA,NA,NA
"1011","dpz865b",0.3053,0.0324,6882,0.0326,0.2255,0.1588,0.0486,0.0811,0.4534,NA,NA,NA,NA,NA,NA
"1012","dpz86h0",0.2801,0.0253,4312,0.029,0.2272,0.1458,0.0491,0.0848,0.4641,NA,NA,NA,NA,NA,NA
